Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Parco S. Chiara",PM10,2019-02-27,24,32,µg/mc
"Parco S. Chiara",PM10,2019-02-28,1,32,µg/mc
"Parco S. Chiara",PM10,2019-02-28,2,30,µg/mc
"Parco S. Chiara",PM10,2019-02-28,3,31,µg/mc
"Parco S. Chiara",PM10,2019-02-28,4,28,µg/mc
"Parco S. Chiara",PM10,2019-02-28,5,24,µg/mc
"Parco S. Chiara",PM10,2019-02-28,6,21,µg/mc
"Parco S. Chiara",PM10,2019-02-28,7,23,µg/mc
"Parco S. Chiara",PM10,2019-02-28,8,25,µg/mc
"Parco S. Chiara",PM10,2019-02-28,9,28,µg/mc
"Parco S. Chiara",PM10,2019-02-28,10,19,µg/mc
"Parco S. Chiara",PM10,2019-02-28,11,15,µg/mc
"Parco S. Chiara",PM10,2019-02-28,12,11,µg/mc
"Parco S. Chiara",PM10,2019-02-28,13,13,µg/mc
"Parco S. Chiara",PM10,2019-02-28,14,14,µg/mc
"Parco S. Chiara",PM10,2019-02-28,15,17,µg/mc
"Parco S. Chiara",PM10,2019-02-28,16,32,µg/mc
"Parco S. Chiara",PM10,2019-02-28,17,47,µg/mc
"Parco S. Chiara",PM10,2019-02-28,18,68,µg/mc
"Parco S. Chiara",PM10,2019-02-28,19,84,µg/mc
"Parco S. Chiara",PM10,2019-02-28,20,83,µg/mc
"Parco S. Chiara",PM10,2019-02-28,21,83,µg/mc
"Parco S. Chiara",PM10,2019-02-28,22,81,µg/mc
"Parco S. Chiara",PM10,2019-02-28,23,74,µg/mc
"Parco S. Chiara",PM10,2019-02-28,24,69,µg/mc
"Parco S. Chiara",PM10,2019-03-01,1,67,µg/mc
"Parco S. Chiara",PM10,2019-03-01,2,67,µg/mc
"Parco S. Chiara",PM10,2019-03-01,3,63,µg/mc
"Parco S. Chiara",PM10,2019-03-01,4,58,µg/mc
"Parco S. Chiara",PM10,2019-03-01,5,50,µg/mc
"Parco S. Chiara",PM10,2019-03-01,6,50,µg/mc
"Parco S. Chiara",PM10,2019-03-01,7,49,µg/mc
"Parco S. Chiara",PM10,2019-03-01,8,47,µg/mc
"Parco S. Chiara",PM10,2019-03-01,9,40,µg/mc
"Parco S. Chiara",PM10,2019-03-01,10,49,µg/mc
"Parco S. Chiara",PM10,2019-03-01,11,49,µg/mc
"Parco S. Chiara",PM10,2019-03-01,12,42,µg/mc
"Parco S. Chiara",PM10,2019-03-01,13,26,µg/mc
"Parco S. Chiara",PM10,2019-03-01,14,21,µg/mc
"Parco S. Chiara",PM10,2019-03-01,15,22,µg/mc
"Parco S. Chiara",PM10,2019-03-01,16,22,µg/mc
"Parco S. Chiara",PM10,2019-03-01,17,23,µg/mc
"Parco S. Chiara",PM10,2019-03-01,18,27,µg/mc
"Parco S. Chiara",PM10,2019-03-01,19,34,µg/mc
"Parco S. Chiara",PM10,2019-03-01,20,52,µg/mc
"Parco S. Chiara",PM10,2019-03-01,21,48,µg/mc
"Parco S. Chiara",PM10,2019-03-01,22,45,µg/mc
"Parco S. Chiara",PM10,2019-03-01,23,44,µg/mc
"Parco S. Chiara",PM10,2019-03-01,24,41,µg/mc
"Parco S. Chiara",PM10,2019-03-02,1,44,µg/mc
"Parco S. Chiara",PM10,2019-03-02,2,33,µg/mc
"Parco S. Chiara",PM10,2019-03-02,3,29,µg/mc
"Parco S. Chiara",PM10,2019-03-02,4,26,µg/mc
"Parco S. Chiara",PM10,2019-03-02,5,22,µg/mc
"Parco S. Chiara",PM10,2019-03-02,6,22,µg/mc
"Parco S. Chiara",PM10,2019-03-02,7,18,µg/mc
"Parco S. Chiara",PM10,2019-03-02,8,14,µg/mc
"Parco S. Chiara",PM10,2019-03-02,9,14,µg/mc
"Parco S. Chiara",PM10,2019-03-02,10,11,µg/mc
"Parco S. Chiara",PM10,2019-03-02,11,9,µg/mc
"Parco S. Chiara",PM10,2019-03-02,12,5,µg/mc
"Parco S. Chiara",PM10,2019-03-02,13,4,µg/mc
"Parco S. Chiara",PM10,2019-03-02,14,4,µg/mc
"Parco S. Chiara",PM10,2019-03-02,15,4,µg/mc
"Parco S. Chiara",PM10,2019-03-02,16,4,µg/mc
"Parco S. Chiara",PM10,2019-03-02,17,11,µg/mc
"Parco S. Chiara",PM10,2019-03-02,18,16,µg/mc
"Parco S. Chiara",PM10,2019-03-02,19,19,µg/mc
"Parco S. Chiara",PM10,2019-03-02,20,27,µg/mc
"Parco S. Chiara",PM10,2019-03-02,21,27,µg/mc
"Parco S. Chiara",PM10,2019-03-02,22,31,µg/mc
"Parco S. Chiara",PM10,2019-03-02,23,30,µg/mc
"Parco S. Chiara",PM10,2019-03-02,24,27,µg/mc
"Parco S. Chiara",PM10,2019-03-03,1,23,µg/mc
"Parco S. Chiara",PM10,2019-03-03,2,22,µg/mc
"Parco S. Chiara",PM10,2019-03-03,3,17,µg/mc
"Parco S. Chiara",PM10,2019-03-03,4,16,µg/mc
"Parco S. Chiara",PM10,2019-03-03,5,13,µg/mc
"Parco S. Chiara",PM10,2019-03-03,6,11,µg/mc
"Parco S. Chiara",PM10,2019-03-03,7,11,µg/mc
"Parco S. Chiara",PM10,2019-03-03,8,10,µg/mc
"Parco S. Chiara",PM10,2019-03-03,9,11,µg/mc
"Parco S. Chiara",PM10,2019-03-03,10,10,µg/mc
"Parco S. Chiara",PM10,2019-03-03,11,7,µg/mc
"Parco S. Chiara",PM10,2019-03-03,12,6,µg/mc
"Parco S. Chiara",PM10,2019-03-03,13,6,µg/mc
"Parco S. Chiara",PM10,2019-03-03,14,5,µg/mc
"Parco S. Chiara",PM10,2019-03-03,15,7,µg/mc
"Parco S. Chiara",PM10,2019-03-03,16,20,µg/mc
"Parco S. Chiara",PM10,2019-03-03,17,46,µg/mc
"Parco S. Chiara",PM10,2019-03-03,18,53,µg/mc
"Parco S. Chiara",PM10,2019-03-03,19,52,µg/mc
"Parco S. Chiara",PM10,2019-03-03,20,54,µg/mc
"Parco S. Chiara",PM10,2019-03-03,21,56,µg/mc
"Parco S. Chiara",PM10,2019-03-03,22,59,µg/mc
"Parco S. Chiara",PM10,2019-03-03,23,67,µg/mc
"Parco S. Chiara",PM10,2019-03-03,24,70,µg/mc
"Parco S. Chiara",PM10,2019-03-04,1,68,µg/mc
"Parco S. Chiara",PM10,2019-03-04,2,66,µg/mc
"Parco S. Chiara",PM10,2019-03-04,3,51,µg/mc
"Parco S. Chiara",PM10,2019-03-04,4,42,µg/mc
"Parco S. Chiara",PM10,2019-03-04,5,53,µg/mc
"Parco S. Chiara",PM10,2019-03-04,6,50,µg/mc
"Parco S. Chiara",PM10,2019-03-04,7,42,µg/mc
"Parco S. Chiara",PM10,2019-03-04,8,38,µg/mc
"Parco S. Chiara",PM10,2019-03-04,9,33,µg/mc
"Parco S. Chiara",PM10,2019-03-04,10,30,µg/mc
"Parco S. Chiara",PM10,2019-03-04,11,41,µg/mc
"Parco S. Chiara",PM10,2019-03-04,12,48,µg/mc
"Parco S. Chiara",PM10,2019-03-04,13,41,µg/mc
"Parco S. Chiara",PM10,2019-03-04,14,43,µg/mc
"Parco S. Chiara",PM10,2019-03-04,15,37,µg/mc
"Parco S. Chiara",PM10,2019-03-04,16,22,µg/mc
"Parco S. Chiara",PM10,2019-03-04,17,19,µg/mc
"Parco S. Chiara",PM10,2019-03-04,18,23,µg/mc
"Parco S. Chiara",PM10,2019-03-04,19,40,µg/mc
"Parco S. Chiara",PM10,2019-03-04,20,32,µg/mc
"Parco S. Chiara",PM10,2019-03-04,21,17,µg/mc
"Parco S. Chiara",PM10,2019-03-04,22,15,µg/mc
"Parco S. Chiara",PM10,2019-03-04,23,17,µg/mc
"Parco S. Chiara",PM10,2019-03-04,24,15,µg/mc
"Parco S. Chiara",PM10,2019-03-05,1,15,µg/mc
"Parco S. Chiara",PM10,2019-03-05,2,18,µg/mc
"Parco S. Chiara",PM10,2019-03-05,3,18,µg/mc
"Parco S. Chiara",PM10,2019-03-05,4,16,µg/mc
"Parco S. Chiara",PM10,2019-03-05,5,12,µg/mc
"Parco S. Chiara",PM10,2019-03-05,6,11,µg/mc
"Parco S. Chiara",PM10,2019-03-05,7,9,µg/mc
"Parco S. Chiara",PM10,2019-03-05,8,9,µg/mc
"Parco S. Chiara",PM10,2019-03-05,9,10,µg/mc
"Parco S. Chiara",PM10,2019-03-05,10,8,µg/mc
"Parco S. Chiara",PM10,2019-03-05,11,7,µg/mc
"Parco S. Chiara",PM10,2019-03-05,12,5,µg/mc
"Parco S. Chiara",PM10,2019-03-05,13,4,µg/mc
"Parco S. Chiara",PM10,2019-03-05,14,4,µg/mc
"Parco S. Chiara",PM10,2019-03-05,15,4,µg/mc
"Parco S. Chiara",PM10,2019-03-05,16,4,µg/mc
"Parco S. Chiara",PM10,2019-03-05,17,10,µg/mc
"Parco S. Chiara",PM10,2019-03-05,18,16,µg/mc
"Parco S. Chiara",PM10,2019-03-05,19,29,µg/mc
"Parco S. Chiara",PM10,2019-03-05,20,35,µg/mc
"Parco S. Chiara",PM10,2019-03-05,21,34,µg/mc
"Parco S. Chiara",PM10,2019-03-05,22,28,µg/mc
"Parco S. Chiara",PM10,2019-03-05,23,27,µg/mc
"Parco S. Chiara",PM10,2019-03-05,24,25,µg/mc
"Parco S. Chiara",PM10,2019-03-06,1,24,µg/mc
"Parco S. Chiara",PM10,2019-03-06,2,24,µg/mc
"Parco S. Chiara",PM10,2019-03-06,3,20,µg/mc
"Parco S. Chiara",PM10,2019-03-06,4,18,µg/mc
"Parco S. Chiara",PM10,2019-03-06,5,17,µg/mc
"Parco S. Chiara",PM10,2019-03-06,6,16,µg/mc
"Parco S. Chiara",PM10,2019-03-06,7,16,µg/mc
"Parco S. Chiara",PM10,2019-03-06,8,18,µg/mc
"Parco S. Chiara",PM10,2019-03-06,9,19,µg/mc
"Parco S. Chiara",PM10,2019-03-06,10,18,µg/mc
"Parco S. Chiara",PM10,2019-03-06,11,16,µg/mc
"Parco S. Chiara",PM10,2019-03-06,12,17,µg/mc
"Parco S. Chiara",PM10,2019-03-06,13,19,µg/mc
"Parco S. Chiara",PM10,2019-03-06,14,23,µg/mc
"Parco S. Chiara",PM10,2019-03-06,15,32,µg/mc
"Parco S. Chiara",PM10,2019-03-06,16,30,µg/mc
"Parco S. Chiara",PM10,2019-03-06,17,28,µg/mc
"Parco S. Chiara",PM10,2019-03-06,18,30,µg/mc
"Parco S. Chiara",PM10,2019-03-06,19,30,µg/mc
"Parco S. Chiara",PM10,2019-03-06,20,34,µg/mc
"Parco S. Chiara",PM10,2019-03-06,21,36,µg/mc
"Parco S. Chiara",PM10,2019-03-06,22,31,µg/mc
"Parco S. Chiara",PM10,2019-03-06,23,28,µg/mc
"Parco S. Chiara",PM10,2019-03-06,24,34,µg/mc
"Parco S. Chiara",PM10,2019-03-07,1,35,µg/mc
"Parco S. Chiara",PM10,2019-03-07,2,38,µg/mc
"Parco S. Chiara",PM10,2019-03-07,3,43,µg/mc
"Parco S. Chiara",PM10,2019-03-07,4,46,µg/mc
"Parco S. Chiara",PM10,2019-03-07,5,42,µg/mc
"Parco S. Chiara",PM10,2019-03-07,6,44,µg/mc
"Parco S. Chiara",PM10,2019-03-07,7,46,µg/mc
"Parco S. Chiara",PM10,2019-03-07,8,45,µg/mc
"Parco S. Chiara",PM10,2019-03-07,9,40,µg/mc
"Parco S. Chiara",PM10,2019-03-07,10,36,µg/mc
"Parco S. Chiara",PM10,2019-03-07,11,28,µg/mc
"Parco S. Chiara",PM10,2019-03-07,12,28,µg/mc
"Parco S. Chiara",PM10,2019-03-07,13,21,µg/mc
"Parco S. Chiara",PM10,2019-03-07,14,21,µg/mc
"Parco S. Chiara",PM10,2019-03-07,15,19,µg/mc
"Parco S. Chiara",PM10,2019-03-07,16,18,µg/mc
"Parco S. Chiara",PM10,2019-03-07,17,18,µg/mc
"Parco S. Chiara",PM10,2019-03-07,18,16,µg/mc
"Parco S. Chiara",PM10,2019-03-07,19,16,µg/mc
"Parco S. Chiara",PM10,2019-03-07,20,27,µg/mc
"Parco S. Chiara",PM10,2019-03-07,21,28,µg/mc
"Parco S. Chiara",PM10,2019-03-07,22,24,µg/mc
"Parco S. Chiara",PM10,2019-03-07,23,27,µg/mc
"Parco S. Chiara",PM10,2019-03-07,24,27,µg/mc
"Parco S. Chiara",PM10,2019-03-08,1,23,µg/mc
"Parco S. Chiara",PM10,2019-03-08,2,22,µg/mc
"Parco S. Chiara",PM10,2019-03-08,3,21,µg/mc
"Parco S. Chiara",PM10,2019-03-08,4,23,µg/mc
"Parco S. Chiara",PM10,2019-03-08,5,23,µg/mc
"Parco S. Chiara",PM10,2019-03-08,6,23,µg/mc
"Parco S. Chiara",PM10,2019-03-08,7,24,µg/mc
"Parco S. Chiara",PM10,2019-03-08,8,27,µg/mc
"Parco S. Chiara",PM10,2019-03-08,9,31,µg/mc
"Parco S. Chiara",PM10,2019-03-08,10,24,µg/mc
"Parco S. Chiara",PM10,2019-03-08,11,23,µg/mc
"Parco S. Chiara",PM10,2019-03-08,14,13,µg/mc
"Parco S. Chiara",PM10,2019-03-08,15,19,µg/mc
"Parco S. Chiara",PM10,2019-03-08,16,22,µg/mc
"Parco S. Chiara",PM10,2019-03-08,17,26,µg/mc
"Parco S. Chiara",PM10,2019-03-08,18,35,µg/mc
"Parco S. Chiara",PM10,2019-03-08,19,30,µg/mc
"Parco S. Chiara",PM10,2019-03-08,20,26,µg/mc
"Parco S. Chiara",PM10,2019-03-08,21,26,µg/mc
"Parco S. Chiara",PM10,2019-03-08,22,28,µg/mc
"Parco S. Chiara",PM10,2019-03-08,23,26,µg/mc
"Parco S. Chiara",PM10,2019-03-08,24,26,µg/mc
"Parco S. Chiara",PM10,2019-03-09,1,25,µg/mc
"Parco S. Chiara",PM10,2019-03-09,2,27,µg/mc
"Parco S. Chiara",PM10,2019-03-09,3,27,µg/mc
"Parco S. Chiara",PM10,2019-03-09,4,26,µg/mc
"Parco S. Chiara",PM10,2019-03-09,5,26,µg/mc
"Parco S. Chiara",PM10,2019-03-09,6,26,µg/mc
"Parco S. Chiara",PM10,2019-03-09,7,26,µg/mc
"Parco S. Chiara",PM10,2019-03-09,8,27,µg/mc
"Parco S. Chiara",PM10,2019-03-09,9,26,µg/mc
"Parco S. Chiara",PM10,2019-03-09,10,25,µg/mc
"Parco S. Chiara",PM10,2019-03-09,11,23,µg/mc
"Parco S. Chiara",PM10,2019-03-09,12,18,µg/mc
"Parco S. Chiara",PM10,2019-03-09,13,20,µg/mc
"Parco S. Chiara",PM10,2019-03-09,14,21,µg/mc
"Parco S. Chiara",PM10,2019-03-09,15,21,µg/mc
"Parco S. Chiara",PM10,2019-03-09,16,20,µg/mc
"Parco S. Chiara",PM10,2019-03-09,17,20,µg/mc
"Parco S. Chiara",PM10,2019-03-09,18,21,µg/mc
"Parco S. Chiara",PM10,2019-03-09,19,25,µg/mc
"Parco S. Chiara",PM10,2019-03-09,20,28,µg/mc
"Parco S. Chiara",PM10,2019-03-09,21,34,µg/mc
"Parco S. Chiara",PM10,2019-03-09,22,36,µg/mc
"Parco S. Chiara",PM10,2019-03-09,23,34,µg/mc
"Parco S. Chiara",PM10,2019-03-09,24,34,µg/mc
"Parco S. Chiara",PM10,2019-03-10,1,34,µg/mc
"Parco S. Chiara",PM10,2019-03-10,2,34,µg/mc
"Parco S. Chiara",PM10,2019-03-10,3,33,µg/mc
"Parco S. Chiara",PM10,2019-03-10,4,28,µg/mc
"Parco S. Chiara",PM10,2019-03-10,5,26,µg/mc
"Parco S. Chiara",PM10,2019-03-10,6,24,µg/mc
"Parco S. Chiara",PM10,2019-03-10,7,21,µg/mc
"Parco S. Chiara",PM10,2019-03-10,8,19,µg/mc
"Parco S. Chiara",PM10,2019-03-10,9,24,µg/mc
"Parco S. Chiara",PM10,2019-03-10,10,24,µg/mc
"Parco S. Chiara",PM10,2019-03-10,11,23,µg/mc
"Parco S. Chiara",PM10,2019-03-10,12,24,µg/mc
"Parco S. Chiara",PM10,2019-03-10,13,25,µg/mc
"Parco S. Chiara",PM10,2019-03-10,14,27,µg/mc
"Parco S. Chiara",PM10,2019-03-10,15,29,µg/mc
"Parco S. Chiara",PM10,2019-03-10,16,26,µg/mc
"Parco S. Chiara",PM10,2019-03-10,17,22,µg/mc
"Parco S. Chiara",PM10,2019-03-10,18,21,µg/mc
"Parco S. Chiara",PM10,2019-03-10,19,24,µg/mc
"Parco S. Chiara",PM10,2019-03-10,20,33,µg/mc
"Parco S. Chiara",PM10,2019-03-10,21,35,µg/mc
"Parco S. Chiara",PM10,2019-03-10,22,35,µg/mc
"Parco S. Chiara",PM10,2019-03-10,23,35,µg/mc
"Parco S. Chiara",PM10,2019-03-10,24,34,µg/mc
"Parco S. Chiara",PM10,2019-03-11,1,34,µg/mc
"Parco S. Chiara",PM10,2019-03-11,2,35,µg/mc
"Parco S. Chiara",PM10,2019-03-11,3,33,µg/mc
"Parco S. Chiara",PM10,2019-03-11,4,32,µg/mc
"Parco S. Chiara",PM10,2019-03-11,5,27,µg/mc
"Parco S. Chiara",PM10,2019-03-11,6,24,µg/mc
"Parco S. Chiara",PM10,2019-03-11,7,23,µg/mc
"Parco S. Chiara",PM10,2019-03-11,8,21,µg/mc
"Parco S. Chiara",PM10,2019-03-11,9,14,µg/mc
"Parco S. Chiara",PM10,2019-03-11,10,8,µg/mc
"Parco S. Chiara",PM10,2019-03-11,11,4,µg/mc
"Parco S. Chiara",PM10,2019-03-11,12,3,µg/mc
"Parco S. Chiara",PM10,2019-03-11,13,3,µg/mc
"Parco S. Chiara",PM10,2019-03-11,14,3,µg/mc
"Parco S. Chiara",PM10,2019-03-11,15,3,µg/mc
"Parco S. Chiara",PM10,2019-03-11,16,3,µg/mc
"Parco S. Chiara",PM10,2019-03-11,17,3,µg/mc
"Parco S. Chiara",PM10,2019-03-11,18,3,µg/mc
"Parco S. Chiara",PM10,2019-03-11,19,2,µg/mc
"Parco S. Chiara",PM10,2019-03-11,20,2,µg/mc
"Parco S. Chiara",PM10,2019-03-11,21,2,µg/mc
"Parco S. Chiara",PM10,2019-03-11,22,3,µg/mc
"Parco S. Chiara",PM10,2019-03-11,23,3,µg/mc
"Parco S. Chiara",PM10,2019-03-11,24,3,µg/mc
"Parco S. Chiara",PM10,2019-03-12,1,3,µg/mc
"Parco S. Chiara",PM10,2019-03-12,2,3,µg/mc
"Parco S. Chiara",PM10,2019-03-12,3,3,µg/mc
"Parco S. Chiara",PM10,2019-03-12,4,3,µg/mc
"Parco S. Chiara",PM10,2019-03-12,5,3,µg/mc
"Parco S. Chiara",PM10,2019-03-12,6,4,µg/mc
"Parco S. Chiara",PM10,2019-03-12,7,5,µg/mc
"Parco S. Chiara",PM10,2019-03-12,8,6,µg/mc
"Parco S. Chiara",PM10,2019-03-12,9,6,µg/mc
"Parco S. Chiara",PM10,2019-03-12,10,5,µg/mc
"Parco S. Chiara",PM10,2019-03-12,11,3,µg/mc
"Parco S. Chiara",PM10,2019-03-12,12,2,µg/mc
"Parco S. Chiara",PM10,2019-03-12,13,2,µg/mc
"Parco S. Chiara",PM10,2019-03-12,14,2,µg/mc
"Parco S. Chiara",PM10,2019-03-12,15,3,µg/mc
"Parco S. Chiara",PM10,2019-03-12,16,3,µg/mc
"Parco S. Chiara",PM10,2019-03-12,17,3,µg/mc
"Parco S. Chiara",PM10,2019-03-12,18,3,µg/mc
"Parco S. Chiara",PM10,2019-03-12,19,4,µg/mc
"Parco S. Chiara",PM10,2019-03-12,20,7,µg/mc
"Parco S. Chiara",PM10,2019-03-12,21,10,µg/mc
"Parco S. Chiara",PM10,2019-03-12,22,12,µg/mc
"Parco S. Chiara",PM10,2019-03-12,23,12,µg/mc
"Parco S. Chiara",PM10,2019-03-12,24,13,µg/mc
"Parco S. Chiara",PM10,2019-03-13,1,12,µg/mc
"Parco S. Chiara",PM10,2019-03-13,2,11,µg/mc
"Parco S. Chiara",PM10,2019-03-13,3,12,µg/mc
"Parco S. Chiara",PM10,2019-03-13,4,12,µg/mc
"Parco S. Chiara",PM10,2019-03-13,5,13,µg/mc
"Parco S. Chiara",PM10,2019-03-13,6,13,µg/mc
"Parco S. Chiara",PM10,2019-03-13,7,12,µg/mc
"Parco S. Chiara",PM10,2019-03-13,8,14,µg/mc
"Parco S. Chiara",PM10,2019-03-13,9,15,µg/mc
"Parco S. Chiara",PM10,2019-03-13,10,14,µg/mc
"Parco S. Chiara",PM10,2019-03-13,11,11,µg/mc
"Parco S. Chiara",PM10,2019-03-13,12,11,µg/mc
"Parco S. Chiara",PM10,2019-03-13,13,9,µg/mc
"Parco S. Chiara",PM10,2019-03-13,14,8,µg/mc
"Parco S. Chiara",PM10,2019-03-13,15,12,µg/mc
"Parco S. Chiara",PM10,2019-03-13,16,18,µg/mc
"Parco S. Chiara",PM10,2019-03-13,17,20,µg/mc
"Parco S. Chiara",PM10,2019-03-13,18,23,µg/mc
"Parco S. Chiara",PM10,2019-03-13,19,29,µg/mc
"Parco S. Chiara",PM10,2019-03-13,20,27,µg/mc
"Parco S. Chiara",PM10,2019-03-13,21,28,µg/mc
"Parco S. Chiara",PM10,2019-03-13,22,30,µg/mc
"Parco S. Chiara",PM10,2019-03-13,23,37,µg/mc
"Parco S. Chiara",PM10,2019-03-13,24,28,µg/mc
"Parco S. Chiara",PM10,2019-03-14,1,28,µg/mc
"Parco S. Chiara",PM10,2019-03-14,2,28,µg/mc
"Parco S. Chiara",PM10,2019-03-14,3,27,µg/mc
"Parco S. Chiara",PM10,2019-03-14,4,27,µg/mc
"Parco S. Chiara",PM10,2019-03-14,5,27,µg/mc
"Parco S. Chiara",PM10,2019-03-14,6,24,µg/mc
"Parco S. Chiara",PM10,2019-03-14,7,26,µg/mc
"Parco S. Chiara",PM10,2019-03-14,8,25,µg/mc
"Parco S. Chiara",PM10,2019-03-14,9,21,µg/mc
"Parco S. Chiara",PM10,2019-03-14,10,17,µg/mc
"Parco S. Chiara",PM10,2019-03-14,11,13,µg/mc
"Parco S. Chiara",PM10,2019-03-14,12,13,µg/mc
"Parco S. Chiara",PM10,2019-03-14,13,9,µg/mc
"Parco S. Chiara",PM10,2019-03-14,14,7,µg/mc
"Parco S. Chiara",PM10,2019-03-14,15,6,µg/mc
"Parco S. Chiara",PM10,2019-03-14,16,19,µg/mc
"Parco S. Chiara",PM10,2019-03-14,17,26,µg/mc
"Parco S. Chiara",PM10,2019-03-14,18,28,µg/mc
"Parco S. Chiara",PM10,2019-03-14,19,29,µg/mc
"Parco S. Chiara",PM10,2019-03-14,20,34,µg/mc
"Parco S. Chiara",PM10,2019-03-14,21,30,µg/mc
"Parco S. Chiara",PM10,2019-03-14,22,32,µg/mc
"Parco S. Chiara",PM10,2019-03-14,23,32,µg/mc
"Parco S. Chiara",PM10,2019-03-14,24,31,µg/mc
"Parco S. Chiara",PM10,2019-03-15,1,21,µg/mc
"Parco S. Chiara",PM10,2019-03-15,2,7,µg/mc
"Parco S. Chiara",PM10,2019-03-15,3,8,µg/mc
"Parco S. Chiara",PM10,2019-03-15,4,13,µg/mc
"Parco S. Chiara",PM10,2019-03-15,5,15,µg/mc
"Parco S. Chiara",PM10,2019-03-15,6,17,µg/mc
"Parco S. Chiara",PM10,2019-03-15,7,16,µg/mc
"Parco S. Chiara",PM10,2019-03-15,8,17,µg/mc
"Parco S. Chiara",PM10,2019-03-15,9,13,µg/mc
"Parco S. Chiara",PM10,2019-03-15,10,9,µg/mc
"Parco S. Chiara",PM10,2019-03-15,11,5,µg/mc
"Parco S. Chiara",PM10,2019-03-15,12,4,µg/mc
"Parco S. Chiara",PM10,2019-03-15,13,4,µg/mc
"Parco S. Chiara",PM10,2019-03-15,14,3,µg/mc
"Parco S. Chiara",PM10,2019-03-15,15,3,µg/mc
"Parco S. Chiara",PM10,2019-03-15,16,3,µg/mc
"Parco S. Chiara",PM10,2019-03-15,17,6,µg/mc
"Parco S. Chiara",PM10,2019-03-15,18,9,µg/mc
"Parco S. Chiara",PM10,2019-03-15,19,19,µg/mc
"Parco S. Chiara",PM10,2019-03-15,20,19,µg/mc
"Parco S. Chiara",PM10,2019-03-15,21,20,µg/mc
"Parco S. Chiara",PM10,2019-03-15,22,23,µg/mc
"Parco S. Chiara",PM10,2019-03-15,23,20,µg/mc
"Parco S. Chiara",PM10,2019-03-15,24,18,µg/mc
"Parco S. Chiara",PM10,2019-03-16,1,19,µg/mc
"Parco S. Chiara",PM10,2019-03-16,2,18,µg/mc
"Parco S. Chiara",PM10,2019-03-16,3,16,µg/mc
"Parco S. Chiara",PM10,2019-03-16,4,14,µg/mc
"Parco S. Chiara",PM10,2019-03-16,5,11,µg/mc
"Parco S. Chiara",PM10,2019-03-16,6,11,µg/mc
"Parco S. Chiara",PM10,2019-03-16,7,11,µg/mc
"Parco S. Chiara",PM10,2019-03-16,8,12,µg/mc
"Parco S. Chiara",PM10,2019-03-16,9,13,µg/mc
"Parco S. Chiara",PM10,2019-03-16,10,11,µg/mc
"Parco S. Chiara",PM10,2019-03-16,11,10,µg/mc
"Parco S. Chiara",PM10,2019-03-16,12,9,µg/mc
"Parco S. Chiara",PM10,2019-03-16,13,9,µg/mc
"Parco S. Chiara",PM10,2019-03-16,14,9,µg/mc
"Parco S. Chiara",PM10,2019-03-16,15,7,µg/mc
"Parco S. Chiara",PM10,2019-03-16,16,11,µg/mc
"Parco S. Chiara",PM10,2019-03-16,17,21,µg/mc
"Parco S. Chiara",PM10,2019-03-16,18,56,µg/mc
"Parco S. Chiara",PM10,2019-03-16,19,63,µg/mc
"Parco S. Chiara",PM10,2019-03-16,20,67,µg/mc
"Parco S. Chiara",PM10,2019-03-16,21,65,µg/mc
"Parco S. Chiara",PM10,2019-03-16,22,62,µg/mc
"Parco S. Chiara",PM10,2019-03-16,23,61,µg/mc
"Parco S. Chiara",PM10,2019-03-16,24,61,µg/mc
"Parco S. Chiara",PM10,2019-03-17,1,57,µg/mc
"Parco S. Chiara",PM10,2019-03-17,2,54,µg/mc
"Parco S. Chiara",PM10,2019-03-17,3,55,µg/mc
"Parco S. Chiara",PM10,2019-03-17,4,51,µg/mc
"Parco S. Chiara",PM10,2019-03-17,5,52,µg/mc
"Parco S. Chiara",PM10,2019-03-17,6,48,µg/mc
"Parco S. Chiara",PM10,2019-03-17,7,49,µg/mc
"Parco S. Chiara",PM10,2019-03-17,8,51,µg/mc
"Parco S. Chiara",PM10,2019-03-17,9,48,µg/mc
"Parco S. Chiara",PM10,2019-03-17,10,36,µg/mc
"Parco S. Chiara",PM10,2019-03-17,11,32,µg/mc
"Parco S. Chiara",PM10,2019-03-17,12,28,µg/mc
"Parco S. Chiara",PM10,2019-03-17,13,34,µg/mc
"Parco S. Chiara",PM10,2019-03-17,14,47,µg/mc
"Parco S. Chiara",PM10,2019-03-17,15,70,µg/mc
"Parco S. Chiara",PM10,2019-03-17,16,62,µg/mc
"Parco S. Chiara",PM10,2019-03-17,17,51,µg/mc
"Parco S. Chiara",PM10,2019-03-17,18,39,µg/mc
"Parco S. Chiara",PM10,2019-03-17,19,34,µg/mc
"Parco S. Chiara",PM10,2019-03-17,20,29,µg/mc
"Parco S. Chiara",PM10,2019-03-17,21,30,µg/mc
"Parco S. Chiara",PM10,2019-03-17,22,32,µg/mc
"Parco S. Chiara",PM10,2019-03-17,23,33,µg/mc
"Parco S. Chiara",PM10,2019-03-17,24,18,µg/mc
"Parco S. Chiara",PM10,2019-03-18,1,20,µg/mc
"Parco S. Chiara",PM10,2019-03-18,2,21,µg/mc
"Parco S. Chiara",PM10,2019-03-18,3,24,µg/mc
"Parco S. Chiara",PM10,2019-03-18,4,4,µg/mc
"Parco S. Chiara",PM10,2019-03-18,5,2,µg/mc
